1.000000e-06	1.000000e+00	1	65527	7.327171e+11	1.070121e+00
1.000000e-06	1.000000e+00	1	65528	4.801275e+10	1.070122e+00
1.000000e-06	1.000000e+00	1	65529	3.146180e+09	1.070123e+00
1.000000e-06	1.000000e+00	1	65530	2.061660e+08	1.070124e+00
1.000000e-06	1.000000e+00	1	65531	1.351006e+07	1.070125e+00
1.000000e-06	1.000000e+00	1	65532	8.853265e+05	1.070126e+00
1.000000e-06	1.000000e+00	1	65533	5.801622e+04	1.070128e+00
1.000000e-06	1.000000e+00	1	65534	3.800977e+03	1.070129e+00
1.000000e-06	1.000000e+00	1	65535	2.480932e+02	1.070130e+00
1.000000e-06	1.000000e+00	1	65536	1.525879e+01	1.070131e+00
1.000000e-06	1.000000e+01	1	65527	6.892146e+20	1.006596e-01
1.000000e-06	1.000000e+01	1	65528	4.516217e+18	1.006596e-01
1.000000e-06	1.000000e+01	1	65529	2.959386e+16	1.006596e-01
1.000000e-06	1.000000e+01	1	65530	1.939256e+14	1.006596e-01
1.000000e-06	1.000000e+01	1	65531	1.270795e+12	1.006596e-01
1.000000e-06	1.000000e+01	1	65532	8.327644e+09	1.006596e-01
1.000000e-06	1.000000e+01	1	65533	5.457272e+07	1.006596e-01
1.000000e-06	1.000000e+01	1	65534	3.576313e+05	1.006597e-01
1.000000e-06	1.000000e+01	1	65535	2.343601e+03	1.006597e-01
1.000000e-06	1.000000e+01	1	65536	1.525879e+01	1.006597e-01
1.000000e-06	1.000000e+02	1	65527	6.851468e+29	1.000656e-02
1.000000e-06	1.000000e+02	1	65528	4.489561e+26	1.000656e-02
1.000000e-06	1.000000e+02	1	65529	2.941920e+23	1.000656e-02
1.000000e-06	1.000000e+02	1	65530	1.927811e+20	1.000656e-02
1.000000e-06	1.000000e+02	1	65531	1.263294e+17	1.000656e-02
1.000000e-06	1.000000e+02	1	65532	8.278494e+13	1.000656e-02
1.000000e-06	1.000000e+02	1	65533	5.425063e+10	1.000656e-02
1.000000e-06	1.000000e+02	1	65534	3.555206e+07	1.000656e-02
1.000000e-06	1.000000e+02	1	65535	2.329868e+04	1.000656e-02
1.000000e-06	1.000000e+02	1	65536	1.525879e+01	1.000656e-02
1.000000e-06	1.000000e+03	1	65527	6.847426e+38	1.000066e-03
1.000000e-06	1.000000e+03	1	65528	4.486913e+34	1.000066e-03
1.000000e-06	1.000000e+03	1	65529	2.940184e+30	1.000066e-03
1.000000e-06	1.000000e+03	1	65530	1.926673e+26	1.000066e-03
1.000000e-06	1.000000e+03	1	65531	1.262549e+22	1.000066e-03
1.000000e-06	1.000000e+03	1	65532	8.273611e+17	1.000066e-03
1.000000e-06	1.000000e+03	1	65533	5.421863e+13	1.000066e-03
1.000000e-06	1.000000e+03	1	65534	3.553109e+09	1.000066e-03
1.000000e-06	1.000000e+03	1	65535	2.328495e+05	1.000066e-03
1.000000e-06	1.000000e+03	1	65536	1.525879e+01	1.000066e-03
1.000000e-06	1.000000e+00	2	65527	1.871591e+14	5.169364e-01
1.000000e-06	1.000000e+00	2	65528	6.131988e+12	5.169366e-01
1.000000e-06	1.000000e+00	2	65529	2.009084e+11	5.169369e-01
1.000000e-06	1.000000e+00	2	65530	6.582665e+09	5.169372e-01
1.000000e-06	1.000000e+00	2	65531	2.156810e+08	5.169374e-01
1.000000e-06	1.000000e+00	2	65532	7.066896e+06	5.169377e-01
1.000000e-06	1.000000e+00	2	65533	2.315534e+05	5.169380e-01
1.000000e-06	1.000000e+00	2	65534	7.586694e+03	5.169382e-01
1.000000e-06	1.000000e+00	2	65535	2.480932e+02	5.169385e-01
1.000000e-06	1.000000e+00	2	65536	1.525879e+01	1.033878e+00
1.000000e-06	1.000000e+01	2	65527	1.764351e+23	5.016435e-02
1.000000e-06	1.000000e+01	2	65528	5.780633e+20	5.016436e-02
1.000000e-06	1.000000e+01	2	65529	1.893966e+18	5.016436e-02
1.000000e-06	1.000000e+01	2	65530	6.205486e+15	5.016436e-02
1.000000e-06	1.000000e+01	2	65531	2.033228e+13	5.016436e-02
1.000000e-06	1.000000e+01	2	65532	6.661972e+10	5.016437e-02
1.000000e-06	1.000000e+01	2	65533	2.182862e+08	5.016437e-02
1.000000e-06	1.000000e+01	2	65534	7.152473e+05	5.016437e-02
1.000000e-06	1.000000e+01	2	65535	2.343601e+03	5.016437e-02
1.000000e-06	1.000000e+01	2	65536	1.525879e+01	1.003288e-01
1.000000e-06	1.000000e+02	2	65527	1.753975e+32	5.001639e-03
1.000000e-06	1.000000e+02	2	65528	5.746637e+28	5.001639e-03
1.000000e-06	1.000000e+02	2	65529	1.882828e+25	5.001639e-03
1.000000e-06	1.000000e+02	2	65530	6.168993e+21	5.001639e-03
1.000000e-06	1.000000e+02	2	65531	2.021270e+18	5.001639e-03
1.000000e-06	1.000000e+02	2	65532	6.622794e+14	5.001639e-03
1.000000e-06	1.000000e+02	2	65533	2.170025e+11	5.001639e-03
1.000000e-06	1.000000e+02	2	65534	7.110411e+07	5.001639e-03
1.000000e-06	1.000000e+02	2	65535	2.329868e+04	5.001639e-03
1.000000e-06	1.000000e+02	2	65536	1.525879e+01	1.000328e-02
1.000000e-06	1.000000e+03	2	65527	1.752941e+41	5.000164e-04
1.000000e-06	1.000000e+03	2	65528	5.743249e+36	5.000164e-04
1.000000e-06	1.000000e+03	2	65529	1.881718e+32	5.000164e-04
1.000000e-06	1.000000e+03	2	65530	6.165355e+27	5.000164e-04
1.000000e-06	1.000000e+03	2	65531	2.020079e+23	5.000164e-04
1.000000e-06	1.000000e+03	2	65532	6.618889e+18	5.000164e-04
1.000000e-06	1.000000e+03	2	65533	2.168745e+14	5.000164e-04
1.000000e-06	1.000000e+03	2	65534	7.106218e+09	5.000164e-04
1.000000e-06	1.000000e+03	2	65535	2.328495e+05	5.000164e-04
1.000000e-06	1.000000e+03	2	65536	1.525879e+01	1.000033e-03
1.000000e-06	1.000000e+00	3	65527	3.197715e+15	3.407766e-01
1.000000e-06	1.000000e+00	3	65528	6.984555e+13	3.407767e-01
1.000000e-06	1.000000e+00	3	65529	1.525613e+12	3.407768e-01
1.000000e-06	1.000000e+00	3	65530	3.332397e+10	3.407769e-01
1.000000e-06	1.000000e+00	3	65531	7.279065e+08	3.407770e-01
1.000000e-06	1.000000e+00	3	65532	1.590015e+07	3.407772e-01
1.000000e-06	1.000000e+00	3	65533	3.473225e+05	3.407773e-01
1.000000e-06	1.000000e+00	3	65534	7.586694e+03	3.407774e-01
1.000000e-06	1.000000e+00	3	65535	2.480932e+02	5.111663e-01
1.000000e-06	1.000000e+00	3	65536	1.525879e+01	1.033499e+00
1.000000e-06	1.000000e+01	3	65527	3.014560e+24	3.340630e-02
1.000000e-06	1.000000e+01	3	65528	6.584502e+21	3.340630e-02
1.000000e-06	1.000000e+01	3	65529	1.438231e+19	3.340630e-02
1.000000e-06	1.000000e+01	3	65530	3.141527e+16	3.340630e-02
1.000000e-06	1.000000e+01	3	65531	6.862143e+13	3.340630e-02
1.000000e-06	1.000000e+01	3	65532	1.498944e+11	3.340630e-02
1.000000e-06	1.000000e+01	3	65533	3.274293e+08	3.340631e-02
1.000000e-06	1.000000e+01	3	65534	7.152473e+05	3.340631e-02
1.000000e-06	1.000000e+01	3	65535	2.343601e+03	5.010946e-02
1.000000e-06	1.000000e+01	3	65536	1.525879e+01	1.003284e-01
1.000000e-06	1.000000e+02	3	65527	2.996831e+33	3.334062e-03
1.000000e-06	1.000000e+02	3	65528	6.545779e+29	3.334062e-03
1.000000e-06	1.000000e+02	3	65529	1.429773e+26	3.334062e-03
1.000000e-06	1.000000e+02	3	65530	3.123053e+22	3.334062e-03
