50.0, 1.500
75.0, 2.000
100.0, 2.485
125.0, 3.000
150.0, 3.012
175.0, 3.500
200.0, 4.104
225.0, 4.800
250.0, 5.602
275.0, 6.000
300.0, 7.189
325.0, 7.800
350.0, 8.679
375.0, 9.000
400.0, 9.749
425.0, 11.456
450.0, 12.689
500.0, 13.500
600.0, 14.057
700.0, 16.330
800.0, 19.000
900.0, 20.251
1000.0, 22.789
