50000	0.002376
100000	0.003147
150000	0.003745
200000	0.004822
250000	0.005367
300000	0.007103
350000	0.008383
400000	0.009756
450000	0.010929
500000	0.012286
550000	0.014177
600000	0.015735
650000	0.016328
700000	0.018511
750000	0.019660
800000	0.020371
850000	0.021830
900000	0.022547
950000	0.023664
1000000	0.024914
1100000	0.027491
1200000	0.032527
1300000	0.035152
1400000	0.040390
1500000	0.044625
1600000	0.051472
1700000	0.057163
1800000	0.064575
1900000	0.067774
2000000	0.069357
