100000	0.0294886	0.0143074	0.0247347
200000	0.0580377	0.0283778	0.0496464
300000	0.0868388	0.0423398	0.07547
400000	0.117084	0.0567449	0.102079
500000	0.147094	0.0741	0.128993
600000	0.176897	0.0842822	0.157677
700000	0.209856	0.0976597	0.185777
800000	0.23946	0.115772	0.217435
900000	0.271969	0.134236	0.248588
1000000	0.30621	0.156374	0.280479
